nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,timestamp
0.3862132728099823,0.6074088215827942,-1.2904329299926758,0.9999949932098389,0.6467853784561157,0.9482282996177673,-0.7661392688751221,0.9957329630851746,0.1692899465560913,0.9549981355667114,-0.7420546412467957,0.9887748956680298,0.7338032722473145,1.2961477041244507,-0.7885897159576416,0.1977730542421341,0.10076302289962769,1.3541449308395386,-0.7257394790649414,0.3198448121547699,0.711525022983551,1.5469344854354858,-1.0520243644714355,0.09963174909353256,0.10820040851831436,1.605467677116394,-1.189932107925415,0.12431453913450241,0.5475208759307861,1.5032246112823486,-0.07044520229101181,0.0001977221545530483,0.27018672227859497,1.5188943147659302,0.07616062462329865,0.00024919307907111943,0.5242030620574951,2.3827905654907227,1.004582166671753,1.0449851828298051e-07,0.30451682209968567,2.3691482543945312,0.9799975156784058,5.816784920398277e-08,1763122223.5428002
0.38252168893814087,0.6083012819290161,-1.5020484924316406,0.9999911189079285,0.6460192203521729,0.9478420615196228,-0.8979684710502625,0.9947836399078369,0.16716043651103973,0.9494088888168335,-0.7872838377952576,0.9879394769668579,0.7346418499946594,1.2859641313552856,-0.8710271120071411,0.20722700655460358,0.08240647614002228,1.3453553915023804,-0.7068689465522766,0.308735191822052,0.7009931802749634,1.5512290000915527,-1.0893208980560303,0.0977073684334755,0.09069038927555084,1.6046252250671387,-1.1552131175994873,0.11661527305841446,0.5463033318519592,1.5436104536056519,-0.08165866136550903,0.00028054177528247237,0.26836371421813965,1.5656334161758423,0.08647619187831879,0.0003444696485530585,0.5253793001174927,2.501908540725708,1.0715482234954834,3.0708490612596506e-06,0.3043041527271271,2.5119285583496094,1.1177470684051514,1.6249641703325324e-06,1763122223.6563525
0.3805985748767853,0.6016168594360352,-1.4255030155181885,0.9999895095825195,0.6460201144218445,0.9470147490501404,-0.8369584083557129,0.9946285486221313,0.16820994019508362,0.9471124410629272,-0.7396234273910522,0.9878252148628235,0.7511850595474243,1.2844548225402832,-0.8252464532852173,0.21948836743831635,0.07919728010892868,1.346118450164795,-0.6852240562438965,0.2966502904891968,0.7089976668357849,1.5667330026626587,-1.0831092596054077,0.09595732390880585,0.09107649326324463,1.6046212911605835,-1.1726572513580322,0.11048842966556549,0.5529024004936218,1.579811453819275,-0.08103980869054794,0.000517415173817426,0.2729513645172119,1.6115460395812988,0.08594078570604324,0.0005867847939953208,0.5701409578323364,2.5584778785705566,1.2901910543441772,5.04431409353856e-06,0.33356910943984985,2.5651936531066895,1.2930433750152588,2.5404997359146364e-06,1763122223.7175593
0.37907832860946655,0.6017435193061829,-1.539818525314331,0.999984622001648,0.6451195478439331,0.9468187093734741,-0.8713564872741699,0.9941474199295044,0.16710993647575378,0.9467193484306335,-0.752539873123169,0.9866271615028381,0.7570074200630188,1.2809549570083618,-0.9024427533149719,0.23118175566196442,0.0806833952665329,1.3564071655273438,-0.6523367166519165,0.27835342288017273,0.733838677406311,1.5662569999694824,-1.210526704788208,0.09248435497283936,0.09124608337879181,1.61202871799469,-1.105418086051941,0.10202667862176895,0.5543315410614014,1.5917335748672485,-0.08344132453203201,0.0006091631948947906,0.27303358912467957,1.6209450960159302,0.08833365142345428,0.0006688354769721627,0.578324556350708,2.586244821548462,1.0746463537216187,6.097248842706904e-06,0.33402019739151,2.59328031539917,1.038904070854187,4.085264663444832e-06,1763122223.7646894
0.37909969687461853,0.5996360182762146,-1.7158706188201904,0.999976634979248,0.6452051997184753,0.9459596276283264,-0.9926242828369141,0.9927166104316711,0.1665142923593521,0.9451819658279419,-0.8772373199462891,0.9845258593559265,0.7563918828964233,1.2831745147705078,-0.9868621826171875,0.22997485101222992,0.08189526200294495,1.3725662231445312,-0.72882479429245,0.2607361376285553,0.721116840839386,1.5666940212249756,-1.2558887004852295,0.0871737077832222,0.09632779657840729,1.6246201992034912,-1.1492278575897217,0.09388294816017151,0.5565601587295532,1.5896261930465698,-0.08562003076076508,0.0006987893139012158,0.2732306122779846,1.6147873401641846,0.09044872224330902,0.0007539115031249821,0.5781161785125732,2.579953908920288,0.9616754651069641,8.070333024079446e-06,0.33569398522377014,2.589083671569824,0.9281814694404602,6.776829195587197e-06,1763122223.8506045
0.3792252242565155,0.598954975605011,-1.645176649093628,0.9999747276306152,0.6461285352706909,0.9451833963394165,-0.9173299074172974,0.9921309351921082,0.16389399766921997,0.945187509059906,-0.8700782656669617,0.9843857884407043,0.7560679912567139,1.2883144617080688,-0.9409249424934387,0.22049511969089508,0.08249199390411377,1.3921325206756592,-0.8265076875686646,0.24771545827388763,0.7194119691848755,1.5759742259979248,-1.3091976642608643,0.0812869518995285,0.10047806799411774,1.6364161968231201,-1.3497564792633057,0.08734354376792908,0.5648945569992065,1.5960205793380737,-0.08103177696466446,0.0006908778450451791,0.27332809567451477,1.6270816326141357,0.08593913912773132,0.0007485364330932498,0.5771265625953674,2.6417059898376465,0.985205352306366,8.107102985377423e-06,0.33469557762145996,2.646418571472168,0.918225884437561,6.58133012620965e-06,1763122223.8973372
0.37928009033203125,0.5989213585853577,-1.5747729539871216,0.999972939491272,0.6493922472000122,0.9460708498954773,-0.8603951334953308,0.991915762424469,0.15526339411735535,0.9485343098640442,-0.8408973813056946,0.9846814870834351,0.7668087482452393,1.309695839881897,-0.8849026560783386,0.2151959091424942,0.06619107723236084,1.414346694946289,-0.7998476028442383,0.2408754974603653,0.7355351448059082,1.6227136850357056,-1.2456551790237427,0.07581958174705505,0.08968284726142883,1.6779471635818481,-1.3017884492874146,0.08165447413921356,0.5687079429626465,1.620691180229187,-0.07708054780960083,0.0006662439554929733,0.2728806138038635,1.652506709098816,0.08227434754371643,0.0007211021729744971,0.5763574838638306,2.702782392501831,0.8717483282089233,8.023829650483094e-06,0.3280593752861023,2.7145049571990967,0.7455520629882812,6.413544724637177e-06,1763122223.9378145
0.38111698627471924,0.5992624163627625,-1.5544843673706055,0.9999667406082153,0.6495855450630188,0.9459277391433716,-0.7980148792266846,0.9909815788269043,0.15527452528476715,0.948614776134491,-0.8277395963668823,0.9847692251205444,0.7646251916885376,1.315779209136963,-0.7619215846061707,0.2018207311630249,0.06621945649385452,1.417325496673584,-0.7883071899414062,0.22738109529018402,0.7334367036819458,1.6286773681640625,-1.023805856704712,0.07007952779531479,0.09267355501651764,1.679042100906372,-1.2477110624313354,0.07602068036794662,0.5708427429199219,1.6258034706115723,-0.07391853630542755,0.0006278508808463812,0.2723545432090759,1.6573588848114014,0.07921769469976425,0.0006807863828726113,0.5808290243148804,2.7168800830841064,0.8767865300178528,7.809998351149261e-06,0.3270661234855652,2.7286899089813232,0.7508657574653625,6.084422693675151e-06,1763122223.9862561
0.38272175192832947,0.5993325710296631,-1.5392401218414307,0.9999634027481079,0.6507329940795898,0.9459317326545715,-0.78974848985672,0.9906710386276245,0.15496788918972015,0.9519365429878235,-0.8185371160507202,0.9851847887039185,0.766227126121521,1.322568655014038,-0.7296775579452515,0.19180290400981903,0.06667279452085495,1.4363644123077393,-0.7475399971008301,0.217647522687912,0.7373166680335999,1.6425622701644897,-0.9992622137069702,0.06507667899131775,0.09776391088962555,1.7026748657226562,-1.168976902961731,0.0713874027132988,0.5746181011199951,1.6366549730300903,-0.07234908640384674,0.0006051030941307545,0.2723398208618164,1.6727020740509033,0.07772372663021088,0.0006597611354663968,0.5937662720680237,2.7420687675476074,0.9171975255012512,7.790522431605496e-06,0.33177512884140015,2.759755849838257,0.8204326629638672,5.8665295910032e-06,1763122224.0317547
0.3845847249031067,0.5955942869186401,-1.4573838710784912,0.9999558925628662,0.6510261297225952,0.9450294375419617,-0.7471727728843689,0.9910712242126465,0.14583082497119904,0.9576318264007568,-0.7466316819190979,0.9856295585632324,0.7650961875915527,1.3274742364883423,-0.6746606826782227,0.18614940345287323,0.06343507021665573,1.4619160890579224,-0.6200437545776367,0.21055017411708832,0.743973433971405,1.6456568241119385,-0.9572790265083313,0.061931684613227844,0.1305101215839386,1.726218819618225,-1.0626593828201294,0.0672919899225235,0.5821276903152466,1.6514781713485718,-0.0748487263917923,0.0006102979532442987,0.27403467893600464,1.6977137327194214,0.08024117350578308,0.000657307798974216,0.6311589479446411,2.7716288566589355,1.1808876991271973,7.437526619469281e-06,0.3654472827911377,2.790069818496704,1.24123215675354,5.417553893494187e-06,1763122224.0743535
